epoch,accuracy,f1_m,loss,precision_m,recall_m,val_accuracy,val_f1_m,val_loss,val_precision_m,val_recall_m
23,0.8641456365585327,0.8314446806907654,1.2495933771133423,0.9171322584152222,0.7946926355361938,0.9024389982223511,0.8591172695159912,1.1844743490219116,0.8902438879013062,0.8597561717033386
24,0.8697478771209717,0.8508647680282593,1.239597201347351,0.9297019839286804,0.8137801885604858,0.9024389982223511,0.882462203502655,1.1827616691589355,0.9247967004776001,0.8678861260414124
25,0.8809523582458496,0.8545624017715454,1.2368733882904053,0.9459962248802185,0.8063313364982605,0.9085366129875183,0.8811845779418945,1.1763688325881958,0.8922764658927917,0.8882113099098206
26,0.8725489974021912,0.855280876159668,1.2420767545700073,0.9315642714500427,0.8198323249816895,0.9024389982223511,0.8780486583709717,1.1756179332733154,0.9227643013000488,0.8658536672592163
27,0.8697478771209717,0.8294227719306946,1.2267760038375854,0.9194599986076355,0.7849164009094238,0.9085366129875183,0.8779326677322388,1.1703370809555054,0.9247967600822449,0.8638211488723755
28,0.8655462265014648,0.8357011079788208,1.232089638710022,0.9129422307014465,0.8007447719573975,0.9085366129875183,0.8743321299552917,1.1669199466705322,0.8983740210533142,0.8699186444282532
29,0.8767507076263428,0.8472999334335327,1.2172104120254517,0.9362198710441589,0.8067971467971802,0.9024389982223511,0.8761904835700989,1.1650832891464233,0.9247967600822449,0.8658537268638611
30,0.8739495873451233,0.8285716772079468,1.2175949811935425,0.9180632829666138,0.7858474254608154,0.9085366129875183,0.911266028881073,1.1599496603012085,0.9430893659591675,0.9065039753913879
31,0.8725489974021912,0.8294762372970581,1.2143220901489258,0.9157354831695557,0.7900372743606567,0.9085366129875183,0.864924430847168,1.1550146341323853,0.880081295967102,0.8638210892677307
32,0.8753501176834106,0.8407556414604187,1.2092839479446411,0.9222532510757446,0.8035381436347961,0.9085366129875183,0.8716608285903931,1.15248703956604,0.8861788511276245,0.8760163187980652
33,0.8669467568397522,0.822798490524292,1.2097415924072266,0.898510217666626,0.7872439622879028,0.9085366129875183,0.8557490706443787,1.149190902709961,0.8983739614486694,0.8394309282302856
34,0.8781512379646301,0.8389466404914856,1.1997637748718262,0.9115455746650696,0.7993481755256653,0.9085366129875183,0.9041811227798462,1.1451880931854248,0.9329268932342529,0.9024389982223511
35,0.8711484670639038,0.8362597227096558,1.197353482246399,0.9031656980514526,0.8040036559104919,0.9085366129875183,0.9259001612663269,1.1426576375961304,0.9593495726585388,0.9186992049217224
36,0.8739495873451233,0.8403835892677307,1.201980471611023,0.9213221073150635,0.7998136281967163,0.9085366129875183,0.8616724610328674,1.1412692070007324,0.8963414430618286,0.8556910157203674
37,0.8697478771209717,0.8467679023742676,1.199564814567566,0.9338919520378113,0.807262659072876,0.9085366129875183,0.901742160320282,1.1369935274124146,0.9369919300079346,0.894308865070343
38,0.8683473467826843,0.817025899887085,1.1960853338241577,0.8901304006576538,0.7867785692214966,0.9085366129875183,0.9127757549285889,1.1349554061889648,0.9593494534492493,0.9044715166091919
39,0.8585433959960938,0.8175579905509949,1.1904431581497192,0.8929235935211182,0.7877094149589539,0.9085366129875183,0.8997676372528076,1.1311970949172974,0.9329268336296082,0.8861788511276245
40,0.8627451062202454,0.8260176777839661,1.1860114336013794,0.9050279259681702,0.7914337515830994,0.9085366129875183,0.8984900712966919,1.128442645072937,0.9369919300079346,0.8821138739585876
41,0.8809523582458496,0.8558395504951477,1.177837610244751,0.9334264397621155,0.8198323249816895,0.9085366129875183,0.9015098214149475,1.125305414199829,0.9410569667816162,0.892276406288147
42,0.8613445162773132,0.8428308367729187,1.185652732849121,0.9273743033409119,0.8016759157180786,0.9085366129875183,0.879326343536377,1.121836543083191,0.9247967600822449,0.8658537268638611
43,0.8711484670639038,0.8484970331192017,1.179426670074463,0.9366852045059204,0.8086591958999634,0.9085366129875183,0.8783971071243286,1.1181163787841797,0.9268292784690857,0.8577235341072083
44,0.8809523582458496,0.8558661341667175,1.156708836555481,0.928305447101593,0.8184356689453125,0.9085366129875183,0.8889661431312561,1.1153223514556885,0.9227641820907593,0.8780486583709717
45,0.8767507076263428,0.8369249701499939,1.164420247077942,0.923184335231781,0.7979514598846436,0.9085366129875183,0.8854819536209106,1.113521695137024,0.9065039753913879,0.8882113099098206
46,0.8781512379646301,0.8424579501152039,1.1599633693695068,0.9222533106803894,0.805866003036499,0.9085366129875183,0.8746805787086487,1.1109890937805176,0.9085366129875183,0.8678862452507019
47,0.8753501176834106,0.8602822422981262,1.1651612520217896,0.9399440288543701,0.8240224123001099,0.9085366129875183,0.8910568952560425,1.1077802181243896,0.9227641820907593,0.8821138739585876
48,0.8641456365585327,0.8360207080841064,1.1635602712631226,0.9236499667167664,0.7932960987091064,0.9085366129875183,0.8627178072929382,1.1046959161758423,0.8943089842796326,0.8516260385513306
49,0.8697478771209717,0.8416069746017456,1.1582832336425781,0.9264432787895203,0.8030726313591003,0.9085366129875183,0.9228802919387817,1.1018691062927246,0.957317054271698,0.9227643013000488
50,0.8753501176834106,0.8440545201301575,1.153409481048584,0.9320297837257385,0.8030726313591003,0.9085366129875183,0.8962833881378174,1.099067211151123,0.9349592924118042,0.8983739614486694
51,0.8655462265014648,0.8269221186637878,1.1450600624084473,0.9050280451774597,0.7946926355361938,0.9085366129875183,0.8934957981109619,1.0965135097503662,0.9308942556381226,0.8739836812019348
52,0.8669467568397522,0.8375367522239685,1.1522306203842163,0.9148045778274536,0.8002792596817017,0.9146341681480408,0.8974447250366211,1.0955443382263184,0.9410569071769714,0.8882113099098206
53,0.8627451062202454,0.8372707962989807,1.1563405990600586,0.9292364716529846,0.7946925759315491,0.9085366129875183,0.88397216796875,1.0925220251083374,0.9146340489387512,0.8780487775802612
54,0.8669467568397522,0.8307528495788574,1.1483526229858398,0.9064245820045471,0.7998138666152954,0.9085366129875183,0.8588850498199463,1.089242696762085,0.9024389982223511,0.8414633870124817
55,0.8753501176834106,0.847273588180542,1.1356018781661987,0.9334264993667603,0.8035381436347961,0.9085366129875183,0.9284553527832031,1.0870288610458374,0.96341472864151,0.9166667461395264
56,0.8739495873451233,0.8552539944648743,1.141175389289856,0.9287709593772888,0.8258845210075378,0.9085366129875183,0.8893147706985474,1.0842236280441284,0.9166667461395264,0.8882113099098206
57,0.8641456365585327,0.8501198291778564,1.150729775428772,0.9338919520378113,0.8133147954940796,0.9085366129875183,0.9017419815063477,1.0816359519958496,0.9410569071769714,0.8902438879013062
58,0.8781512379646301,0.8432297706604004,1.1310756206512451,0.9129422307014465,0.8109869956970215,0.9085366129875183,0.8867595195770264,1.079295039176941,0.9329267144203186,0.8861788511276245
59,0.8725489974021912,0.8328278660774231,1.1282756328582764,0.9101489186286926,0.7998135685920715,0.9146341681480408,0.9055747985839844,1.0776963233947754,0.943089485168457,0.8983739614486694
60,0.8739495873451233,0.843921422958374,1.1244815587997437,0.923184335231781,0.8067970275878906,0.9085366129875183,0.8836237192153931,1.0744622945785522,0.9085366129875183,0.8841463327407837
61,0.8697478771209717,0.8183296322822571,1.1207269430160522,0.890130341053009,0.7853817343711853,0.9085366129875183,0.8936120271682739,1.071702003479004,0.9227643013000488,0.8841463327407837
62,0.8753501176834106,0.8480183482170105,1.1204049587249756,0.9203910827636719,0.8095903396606445,0.9085366129875183,0.895818829536438,1.0691012144088745,0.9369919300079346,0.8882114291191101
63,0.8823529481887817,0.8649910688400269,1.1058169603347778,0.9315642714500427,0.83426433801651,0.9085366129875183,0.8694540858268738,1.0661729574203491,0.892276406288147,0.8638210892677307
64,0.8809523582458496,0.8493217825889587,1.105199933052063,0.9264431595802307,0.811452329158783,0.9146341681480408,0.9182345867156982,1.0632495880126953,0.9491869211196899,0.9085366129875183
65,0.8795518279075623,0.8283854126930237,1.1100070476531982,0.9050279259681702,0.7886406183242798,0.9146341681480408,0.8901277780532837,1.0609683990478516,0.9105691909790039,0.894308865070343
66,0.8711484670639038,0.8507317900657654,1.1165211200714111,0.9250465035438538,0.82029789686203,0.9085366129875183,0.8501741290092468,1.0594847202301025,0.8821137547492981,0.8556910157203674
67,0.8725489974021912,0.8360203504562378,1.1081987619400024,0.8999069333076477,0.8086591362953186,0.9085366129875183,0.9169571399688721,1.0572725534439087,0.9613820314407349,0.900406539440155
68,0.8627451062202454,0.8211760520935059,1.1132479906082153,0.9124767780303955,0.7830539345741272,0.9085366129875183,0.8963994979858398,1.0551319122314453,0.9329268336296082,0.8902438879013062
69,0.8851540684700012,0.8379623889923096,1.0988993644714355,0.9166666269302368,0.8007448315620422,0.9085366129875183,0.9171892404556274,1.0531694889068604,0.9512194991111755,0.9166667461395264
70,0.8753501176834106,0.8503328561782837,1.101006269454956,0.9264432787895203,0.8156423568725586,0.9146341681480408,0.8405342102050781,1.052034616470337,0.8658536672592163,0.8333332538604736
71,0.8725489974021912,0.8269755840301514,1.1077172756195068,0.9087523818016052,0.7863126993179321,0.9085366129875183,0.8602786064147949,1.0502148866653442,0.8983739614486694,0.8434959053993225
72,0.8837534785270691,0.8256715536117554,1.0872687101364136,0.9003724455833435,0.7891063094139099,0.9085366129875183,0.9168407917022705,1.0471224784851074,0.955284595489502,0.9085366725921631
73,0.8739495873451233,0.8426977396011353,1.0937291383743286,0.9315642714500427,0.8012104630470276,0.9146341681480408,0.8596979379653931,1.045011043548584,0.8922764658927917,0.8516260385513306
74,0.8725489974021912,0.8226657509803772,1.086564064025879,0.9022346138954163,0.7867783904075623,0.9085366129875183,0.8800231218338013,1.042592167854309,0.9268292784690857,0.8658536672592163
75,0.8781512379646301,0.8317639231681824,1.0917268991470337,0.9087522625923157,0.7914338111877441,0.9146341681480408,0.9015098214149475,1.0408247709274292,0.9451219439506531,0.8841463327407837
76,0.8823529481887817,0.8561854958534241,1.0772991180419922,0.9357541799545288,0.8184356689453125,0.9085366129875183,0.8984900712966919,1.0380758047103882,0.936991810798645,0.8861788511276245
77,0.8795518279075623,0.8478853106498718,1.0814567804336548,0.9310986399650574,0.8063313364982605,0.9085366129875183,0.9092916250228882,1.0364784002304077,0.9491870403289795,0.8963413834571838
78,0.8683473467826843,0.8543232083320618,1.0819783210754395,0.9390130043029785,0.8179701566696167,0.9085366129875183,0.8737514019012451,1.0344685316085815,0.9024389982223511,0.8719512224197388
79,0.8627451062202454,0.8247672915458679,1.0885332822799683,0.9143388867378235,0.7863126993179321,0.9085366129875183,0.9155633449554443,1.0327073335647583,0.9512194991111755,0.9126016497612
80,0.8753501176834106,0.8237031102180481,1.0778063535690308,0.9013035893440247,0.7877094745635986,0.9085366129875183,0.8592333793640137,1.0308345556259155,0.8902438879013062,0.8536585569381714
81,0.8809523582458496,0.8519023060798645,1.0707837343215942,0.9320297837257385,0.8175046443939209,0.9085366129875183,0.867363452911377,1.0285383462905884,0.892276406288147,0.8597561120986938
82,0.8837534785270691,0.8535249829292297,1.0725057125091553,0.9264431595802307,0.821694552898407,0.9085366129875183,0.9098721742630005,1.0269986391067505,0.9471544623374939,0.9085366129875183
83,0.8739495873451233,0.8506783246994019,1.0643906593322754,0.9297019839286804,0.8105213046073914,0.9024389982223511,0.8809522986412048,1.025262713432312,0.9166666269302368,0.8739836812019348
84,0.8837534785270691,0.8470338582992554,1.0651928186416626,0.9194599390029907,0.8123836517333984,0.9085366129875183,0.9102206230163574,1.0238882303237915,0.9471545219421387,0.9004065990447998
85,0.8683473467826843,0.8465550541877747,1.0672438144683838,0.9306331276893616,0.8054003119468689,0.9085366129875183,0.8865272998809814,1.0209547281265259,0.9146341681480408,0.8861789107322693
86,0.8851540684700012,0.8468475341796875,1.0538208484649658,0.923184335231781,0.8133148550987244,0.9085366129875183,0.874332070350647,1.0187780857086182,0.8963414430618286,0.8719512224197388
87,0.8739495873451233,0.8422189354896545,1.0635323524475098,0.9213221669197083,0.8091248273849487,0.9085366129875183,0.8914052248001099,1.0174400806427002,0.9349592924118042,0.8861789107322693
88,0.8865545988082886,0.8622507452964783,1.0560122728347778,0.9329608678817749,0.8286778926849365,0.9024389982223511,0.8878048062324524,1.0155764818191528,0.9349592924118042,0.8739836812019348
89,0.8809523582458496,0.8498538732528687,1.0579427480697632,0.9394786357879639,0.8095903396606445,0.9024389982223511,0.8919858932495117,1.0138312578201294,0.9390243887901306,0.880081295967102
90,0.8767507076263428,0.845544159412384,1.0533726215362549,0.9217877388000488,0.8123835325241089,0.9085366129875183,0.8919860124588013,1.0119702816009521,0.9227641820907593,0.8841463327407837
91,0.8795518279075623,0.8273743987083435,1.0444833040237427,0.9022346138954163,0.7909684181213379,0.9085366129875183,0.8958187699317932,1.0095609426498413,0.9329268336296082,0.892276406288147
92,0.8809523582458496,0.8585795760154724,1.0489104986190796,0.9376163482666016,0.8296090364456177,0.9085366129875183,0.8944249749183655,1.008694052696228,0.9451220631599426,0.8780487775802612
93,0.8767507076263428,0.8237298130989075,1.0509397983551025,0.8989758491516113,0.7863127589225769,0.9085366129875183,0.8808361887931824,1.0065830945968628,0.9227643013000488,0.8658536672592163
94,0.8767507076263428,0.8367123007774353,1.0410640239715576,0.9222532510757446,0.7974859476089478,0.9085366129875183,0.8962833881378174,1.004311203956604,0.943089485168457,0.8821137547492981
95,0.8795518279075623,0.8283055424690247,1.052473783493042,0.9008380174636841,0.7900370359420776,0.9085366129875183,0.9031358957290649,1.0027081966400146,0.9369919300079346,0.9024389386177063
96,0.8851540684700012,0.8639267086982727,1.0455776453018188,0.9399441480636597,0.8291434049606323,0.9085366129875183,0.8779325485229492,1.000744342803955,0.9044715166091919,0.8719511032104492
97,0.8851540684700012,0.8334665894508362,1.0280892848968506,0.9171323180198669,0.7863127589225769,0.9085366129875183,0.9087106585502625,0.9985871911048889,0.9451219439506531,0.8943089842796326
98,0.8795518279075623,0.8713223934173584,1.0363353490829468,0.9576350450515747,0.8310056924819946,0.9146341681480408,0.8448317050933838,0.9967437386512756,0.8719513416290283,0.8333333730697632
99,0.8837534785270691,0.8628360033035278,1.0343024730682373,0.9278398156166077,0.8333333730697632,0.9085366129875183,0.8883854746818542,0.9954591989517212,0.9349592924118042,0.8719512224197388
